"Header & Timestamp";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65";"66";"67";"68"
"2016-10";"69595,211";"2119424,832";"0,955";"3908,9";"505238,895";"266602,63";"184569,108";"95165,114";"22560,1";"394767,275";"1472812,022";"1452124,027";"1644847,344";"1032626,894";"4750803,126";"5673789,57";"4919886,537";"2663259,19";"885247,1";"45015,832";"1405370,521";"30852,438";"8059,532";"0";"6327,386";"2375110,471";"2380872,809";"5276599,274";"30665,189";"3277784,2";"4950551,725";"256452,337";"5207004,063";"397190,296";"2038952,554";"1073136,976";"3112089,53";"282054,043";"152946,625";"51797,455";"905462,302";"1392260,425";"250131,591";"108833,229";"85756,961";"1836982,206";"462706,197";"64539,172";"0,309";"527245,678";"5480973,477";"4656,063";"5557173,016";"165592,379";"269078,573";"5991843,968";"2380872,809";"1472812,022";"397190,296";"6389034,264";"1003982";"195519,753";"60,209";"51546,512";"3005,117";"394105,21";"40510,082";"2667389,094"
"2016-11";"74551,438";"1973860,199";"1,07";"4575,4";"645181,209";"332417,235";"180690,21";"100618,368";"25119,3";"109681,385";"1398283,107";"1377840,738";"1637527,414";"894501,598";"5035359,26";"6108389,239";"5244159,969";"2432067,154";"792885,9";"38555,975";"1407495,229";"51083,298";"6427,934";"0";"160979,351";"2450870,717";"2457427,687";"5637313,731";"34442,563";"3277784,2";"5278602,533";"284159,761";"5562762,293";"471075,508";"2013880,292";"932589,632";"2946469,924";"279716,662";"140327,447";"49328,488";"1258605,676";"1727978,273";"244770,017";"112454,56";"84183,869";"2169386,719";"580639,589";"46213,618";"3,659";"626856,866";"5744237,568";"1524,059";"5857761,668";"175534,368";"299010,604";"6332306,64";"2457427,687";"1398283,107";"471075,508";"6803382,148";"1017826";"190498,284";"60,204";"51207,337";"3004,192";"376352,878";"38088,034";"2667389,094"
"2016-12";"90075,807";"1378104,85";"0,82";"672,9";"437581,789";"326899,966";"288653,042";"87293,388";"26032";"318661,166";"1485794,251";"1471562,19";"1288624,572";"1174456,821";"5312620,963";"6343523,922";"5432491,164";"2053229,831";"1058525,1";"59973,498";"1340221,991";"24841,77";"12983,632";"0";"12198,743";"2502465,149";"2508744,734";"5870163,001";"37927,107";"3277784,2";"5470418,272";"309668,923";"5780087,194";"473360,921";"1585190,467";"1203639,491";"2788829,958";"295392,493";"169648,539";"149573,962";"1580400,902";"2195015,896";"279973,979";"123240,237";"87949,489";"2686179,601";"529378,59";"46528,41";"1,276";"575908,276";"6055675,831";"4757,996";"6082908,752";"199155,42";"323201,221";"6605265,393";"2508744,734";"1485794,251";"473360,921";"7078626,314";"1032774";"223842,52";"59,209";"53107,576";"2964,674";"296565,895";"29182,67";"2729995,08"
"2017-01";"105845,075";"797805,635";"0,7";"107,9";"419556,94";"297363,097";"395708,636";"68387,02";"26164,3";"508860,025";"1716147,918";"1697459,617";"1061373,563";"1123481,11";"5774520,363";"6906639,528";"5861695,285";"1582866,831";"1134386,5";"86206,226";"1559768,625";"14151,544";"30769,938";"0";"7416,493";"2829578,782";"2832699,326";"6341040,749";"44310,71";"3277784,2";"5906005,994";"329189,679";"6235195,674";"565598,779";"1266508,698";"1145320,566";"2411829,264";"359569,642";"175424,697";"168421,953";"2280671,3";"2984087,592";"266150,396";"113573,276";"94673,874";"3458485,138";"606851,06";"57932,169";"0,109";"664783,338";"6536666,895";"1569,155";"6521591,141";"222260,621";"343767,762";"7087619,524";"2832699,326";"1716147,918";"565598,779";"7653218,303";"1041142";"210857,628";"60,154";"52349,372";"2883,242";"205135,135";"21839,456";"2730142,513"
"2017-02";"78935,721";"746352,61";"0,933";"13,3";"557027,146";"179330,646";"342567,374";"96333,359";"23747,4";"269310,59";"1468329,815";"1453120,409";"1273982,432";"603321,773";"4521740,976";"6039779";"5056916,867";"1290719,572";"1004433,5";"71540,705";"1859350,469";"10431,748";"7062,401";"0";"22372,775";"2971158,433";"2975191,598";"5452817,938";"36223,843";"3277784,2";"5093140,71";"280741,507";"5373882,217";"586961,062";"1495457,9";"625524,138";"2120982,038";"256716,862";"163396,065";"107525,765";"1588591,827";"2116230,519";"241798,915";"110620,187";"78957,694";"2547607,315";"423907,892";"64292,848";"16,417";"488217,157";"5158407,767";"1601,257";"5608668,051";"179001,488";"290638,949";"6078308,488";"2975191,598";"1468329,815";"586961,062";"6665269,55";"1045478";"191252,673";"3,442";"47700,858";"2841,942";"221475,468";"22202,365";"2730156,444"
"2017-03";"71629,16";"640387,936";"1,082";"705";"776549,776";"260951,863";"339821,456";"152271,634";"26107,8";"328615,133";"1885022,662";"1864775,21";"1971288,013";"809203,323";"5142154,96";"6044774,51";"5144017,986";"1243430,64";"911995,7";"40737,993";"1756926,981";"23599,91";"5141,366";"0";"33079,586";"2767394,76";"2771481,536";"5529430,068";"42178,892";"3277784,2";"5186196,877";"271604,03";"5457800,908";"515344,442";"2358941,043";"848680,321";"3207621,364";"187889,112";"177967,401";"48504,022";"1067395,096";"1481755,631";"277247,864";"115131,944";"75676,396";"1949811,835";"604558,099";"111904,677";"10,132";"716472,908";"5875329,614";"1423,507";"5781670,893";"182267,003";"282506,15";"6246444,046";"2771481,536";"1885022,662";"515344,442";"6761788,488";"1056349";"222316,674";"9,288";"51689,404";"3232,498";"387653,03";"39476,998";"2733935,129"
"2017-04";"52151,626";"540687,091";"0,849";"1318,8";"551069,617";"186402,077";"446313,94";"105186,491";"24956,4";"566954,077";"1882201,402";"1866625,49";"1835372,155";"859277,396";"4661170,169";"5431565,961";"4610708,389";"1362844,786";"1066720,9";"42741,258";"1502597,12";"7457,082";"22103,125";"0";"127,204";"2637021,282";"2641746,689";"4948286,732";"41893,369";"3277784,2";"4652601,757";"243533,348";"4896135,106";"483279,229";"2276559,207";"904478,156";"3181037,363";"95353,239";"174876,177";"34096,872";"657330,548";"961656,836";"254715,976";"110759,363";"78278,39";"1405410,565";"685423,103";"115436,866";"0,33";"800860,299";"5387848,479";"540,252";"5249178,653";"160469,771";"254466,113";"5664114,537";"2641746,689";"1882201,402";"483279,229";"6147393,766";"1068541";"201861,612";"9,282";"49781,594";"3063,488";"441187,052";"45200,76";"2733935,129"
"2017-05";"49697,118";"1012729,003";"0,942";"21025,6";"422472,029";"241126,832";"541436,598";"104201,963";"253,4";"634656,595";"1965173,017";"1948089,918";"2538129,634";"1062225,491";"5131564,41";"5339871,382";"4539544,926";"1512859,144";"828496,6";"2464,236";"1315198,387";"2279,8";"13699,282";"0";"0";"2156396,89";"2162138,305";"4878622,023";"44249,767";"3277784,2";"4583794,694";"245130,212";"4828924,905";"461249,359";"3144234,451";"1125759,69";"4269994,141";"33831,6";"191485,417";"29524,401";"273415,498";"528256,916";"257499,182";"122091,35";"88654,839";"996502,287";"490354,141";"165135,968";"0,285";"655490,394";"5922899,435";"912,613";"5239132,893";"163269,023";"256213,448";"5658615,364";"2162138,305";"1965173,017";"461249,359";"6119864,723";"1095763";"203929,958";"11,172";"50349,408";"3208,644";"606104,817";"63534,199";"2733958,347"
"2017-06";"50760,907";"1993428,653";"0,788";"6948,5";"382965,248";"210299,946";"437736,144";"111440,934";"3575,3";"652949,993";"1805916,065";"1785499,365";"2094141,931";"1103684,285";"4786355,047";"5184909,186";"4431994,332";"1663254,498";"810265,2";"3772,677";"1363947,388";"3637,02";"6715,306";"0";"0,02";"2184053,504";"2188337,611";"4763058,152";"44369,475";"3277784,2";"4476363,807";"235933,438";"4712297,245";"421851,034";"2600040,64";"1157165,447";"3757206,087";"27530,013";"184434,444";"47824,651";"517362,077";"777151,185";"250523,622";"124444,581";"85243,543";"1237362,931";"426867,609";"168796,32";"0,877";"595664,806";"5591128,42";"894,596";"5141972,29";"163418,204";"246308,438";"5551698,932";"2188337,611";"1805916,065";"421851,034";"5973549,966";"1110567";"200410,008";"9,052";"47297,127";"2807,435";"505898,709";"53481,162";"2820328,289"
"2017-07";"53475,973";"2557002,627";"0,874";"4044";"399221,448";"258402,042";"442649,606";"125354,143";"25755,6";"571582,121";"1827008,96";"1808681,584";"2222652,674";"1218690,634";"5009897,793";"5218246,442";"4537130,728";"1893892,554";"800747,6";"38509,247";"1166229,227";"14324,238";"2854,204";"0";"0";"2017030,233";"2022664,516";"4877182,422";"46919,125";"3277784,2";"4584049,853";"239656,596";"4823706,449";"341064,02";"2731770,845";"1272277,596";"4004048,441";"22337,927";"198946,095";"58300,405";"472937,421";"752521,848";"275151,398";"123922,728";"88797,312";"1240393,286";"410770,04";"162832,803";"4,139";"573606,982";"5819412,955";"1364,246";"5253020,973";"169905,44";"251078,078";"5674004,491";"2022664,516";"1827008,96";"341064,02";"6015068,511";"1127199";"223126,763";"9,056";"49012,624";"3002,955";"509118,171";"53586,962";"2847899,339"
"2017-08";"56269,689";"2774029,12";"1,098";"13046,1";"505700,956";"346904,416";"510185,288";"36334,711";"25700,8";"591740,261";"2029612,532";"2013404,182";"2446334,404";"1502738,878";"5479484,747";"5164721,417";"4498558,49";"2122171,321";"659344,6";"33077,398";"1009700,242";"1191,47";"837,874";"0";"0";"1698640,852";"1704151,584";"4841743,286";"48231,442";"3277784,2";"4546789,932";"238683,665";"4785473,597";"322978,131";"2991254,911";"1560123,679";"4551378,59";"19278,309";"191995,423";"65299,468";"461728,326";"738301,526";"250234,622";"124924,675";"81011,322";"1194472,145";"384427,119";"159402,872";"0,411";"543830,402";"6291328,01";"1646,873";"5217766,263";"172623,937";"252498,731";"5642888,931";"1704151,584";"2029612,532";"322978,131";"5965867,062";"1140142";"199487,103";"9,056";"47934,69";"2803,773";"544920,507";"57384,801";"2847899,339"
"2017-09";"56759,596";"2791258,576";"1,27";"6460,5";"595277,623";"389081,785";"478932,954";"151311,763";"24729,1";"453517,853";"2099311,578";"2081041,164";"2499295,549";"1360813,855";"5640948,527";"5293407,897";"4629535,537";"2249113,783";"780388,3";"8960,492";"928064,563";"10938,566";"583,541";"0";"10132,054";"1733500,534";"1739067,516";"4973468,599";"48609,047";"3277784,2";"4678144,584";"238564,419";"4916709,003";"319939,298";"3086761,109";"1422719,176";"4509480,285";"46818,088";"153822,103";"60544,96";"507492,884";"768678,035";"279428,452";"122045,858";"69996,528";"1240148,873";"554811,355";"96223,101";"8,783";"651043,239";"6401419,577";"747,18";"5295021,823";"174547,764";"251666,63";"5721236,217";"1739067,516";"2099311,578";"319939,298";"6041175,515";"1152911";"228447,625";"9,051";"48307,407";"2664,369";"587465,56";"61905,321";"2847899,339"
"2017-10";"62505,055";"2789297,337";"1,096";"4803,1";"745149,172";"242240,929";"455203,85";"135000,725";"25546,7";"593808,939";"2201753,415";"2179926,506";"1959676,087";"994265,979";"5192814,474";"5717059,785";"4836590,687";"2209313,316";"983696,6";"31441,74";"1683789,577";"3251,284";"5394,32";"6,8";"3027,726";"2704171,817";"2710608,047";"5216763,25";"46643,797";"3277784,2";"4883234,483";"271023,711";"5154258,195";"500296,535";"2427990,443";"1042725,721";"3470716,164";"169536,838";"196263,655";"59539,116";"864905,65";"1290245,259";"273527,333";"78498,454";"75960,466";"1718231,512";"659197,556";"94177,084";"7,667";"753382,307";"5942838,656";"508,673";"5496276,912";"173048,46";"282071,381";"5951396,753";"2710608,047";"2201753,415";"500296,535";"6451693,288";"1167624";"219480,485";"9,037";"51215,314";"2822,497";"468314,356";"48459,742";"2871941,295"
"2017-11";"79718,058";"2456526,496";"1,184";"2566,2";"767974,099";"306805,127";"390843,434";"124550,433";"24991,8";"483668,274";"2101399,367";"2081876,883";"1920093,744";"1065081,304";"5528854,502";"6171922,602";"5286065,239";"2070180,147";"1048205,1";"43655,088";"1616117,317";"6968,5";"11835,429";"0";"3669,127";"2724944,983";"2730450,561";"5703226,684";"41681,192";"3277784,2";"5327746,431";"295762,195";"5623508,626";"468695,918";"2332164,782";"1107649,21";"3439813,992";"279091,965";"168124,49";"46962,384";"1228737,868";"1722916,707";"251725,868";"101785,417";"87753,852";"2164181,844";"549279,779";"47947,16";"22,847";"597249,786";"6202582,271";"1336,649";"5866720,601";"188366,787";"307850,159";"6362937,547";"2730450,561";"2101399,367";"468695,918";"6831633,465";"1180699";"200971,743";"9,033";"48060,896";"2684,196";"412071,038";"42567,906";"2886661,333"
"2017-12";"77994,541";"2161535,029";"1,145";"1437,4";"764607,219";"302109,899";"303812,454";"112572,832";"25822,1";"324273,542";"1834635,446";"1810897,481";"1811266,866";"962415,546";"5376556,931";"6445591,307";"5459848,02";"1864784,508";"977104,7";"59946,216";"1747426,978";"36188,482";"13415,521";"0";"49807,471";"2879931,857";"2883889,368";"5887754,984";"44183,855";"3277784,2";"5504031,874";"305728,568";"5809760,443";"557836,323";"2165674,881";"997952,136";"3163627,017";"259880,283";"180454,42";"56763,207";"1143844,895";"1640942,805";"275729,114";"118365,995";"84216,795";"2119254,709";"772648,046";"45958,196";"3,654";"818609,896";"6102803,171";"1311,549";"6082609,546";"193397,91";"318213,314";"6594220,77";"2883889,368";"1834635,446";"557836,323";"7152057,093";"1192704";"221233,2";"84,244";"51656,356";"2755,314";"354408,015";"35536,59";"2886698,48"
"2018-01";"85807,976";"1760158,978";"1,484";"14996,9";"671480,434";"277693,416";"391308,974";"129785,099";"25998";"309346,006";"1820608,829";"1794518,361";"2237750,198";"1140049,996";"5949902,787";"6463263,474";"5514921,043";"1689201,838";"729275,9";"56343,224";"1473356,483";"20883,402";"5117,011";"0";"30761,502";"2307879,048";"2315737,522";"5954839,817";"47347,871";"3277784,2";"5562268,915";"306762,927";"5869031,841";"508423,657";"2619593,393";"1179417,255";"3799010,648";"253573,266";"163273,853";"62234,536";"1271808,303";"1750889,958";"283523,866";"116012,449";"79870,127";"2230296,4";"569652,136";"45940,356";"12,512";"615605,004";"6653535,983";"8623,931";"6116916,503";"202383,547";"320940,969";"6640241,019";"2315737,522";"1820608,829";"508423,657";"7148664,676";"1195645";"228905,129";"15,198";"52027,941";"2575,598";"381843,195";"39367,259";"2894822,829"
"2018-02";"88297,852";"987277,433";"1,122";"9025,2";"730453,664";"287562,894";"203902,184";"128289,844";"23436,3";"145537,014";"1528207,1";"1504256,235";"1532338,767";"1256413,947";"5211682,654";"5982937,595";"5235715,803";"1460972,165";"751181,4";"27003,239";"1344488,723";"69052,656";"450,297";"0";"87161,643";"2275511,176";"2279337,958";"5648740,408";"38173,532";"3277784,2";"5273889,336";"286553,221";"5560442,556";"334197,187";"1783617,773";"1282530,248";"3066148,021";"255876,35";"155454,123";"61202,253";"1393074,202";"1865606,928";"258517,868";"109421,985";"82029,205";"2315575,986";"431233,322";"66588,996";"5,31";"497827,628";"5888699,417";"9147,782";"5814721,296";"190241,102";"300670,69";"6305633,088";"2279337,958";"1528207,1";"334197,187";"6639830,275";"1203329";"209160,306";"9,353";"47103,896";"2244,313";"251279,006";"26116,301";"2903007,808"
"2018-03";"86145,534";"487808,857";"0,87";"4843,5";"691775,431";"311649,178";"157006,804";"125530,256";"25893,9";"72388,445";"1389087,514";"1363831,043";"1587530,173";"996446,43";"4895028,809";"6378523,252";"5571555,285";"1272121,847";"907149,5";"75606,545";"1538791,033";"122582,248";"5067,604";"0";"201653,118";"2847325,486";"2850850,048";"5980259,662";"39961,547";"3277784,2";"5611516,832";"282597,296";"5894114,128";"398263,59";"1876121,48";"1025658,516";"2901779,996";"275861,104";"164530,4";"44691,136";"1108536,724";"1593619,364";"283973,799";"119650,081";"79105,409";"2076348,653";"538391,34";"101481,325";"10,416";"639883,081";"5625390,715";"7378,985";"6196610,269";"195533,638";"296745,752";"6688889,659";"2850850,048";"1389087,514";"398263,59";"7087153,249";"1210268";"230720,799";"9,371";"50738,299";"2505,33";"288591,307";"29212,086";"2916386,308"
"2018-04";"56402,107";"737798,333";"1,187";"54832,4";"511412,18";"474565,521";"156408,65";"111371,221";"25036";"226148,52";"1559774,492";"1537726,095";"2561421,434";"997578,05";"5345542,876";"5360169,635";"4520282,129";"1318923,24";"489207,3";"72060,785";"897952,099";"63694,366";"8714,571";"0";"28929,171";"1552352,854";"1560558,292";"4841156,051";"41381,304";"3277784,2";"4561663,433";"223090,511";"4784753,944";"519013,584";"3159069,388";"1058726,912";"4217796,3";"70178,055";"170927,772";"54893,645";"377743,933";"673743,405";"256561,298";"118027,464";"84120,674";"1132452,841";"645234,43";"166514,507";"41,4";"811790,337";"6164281,982";"2242,504";"5247111,237";"163711,229";"235229,732";"5646052,198";"1560558,292";"1559774,492";"519013,584";"6165065,782";"1221705";"205834,161";"8,249";"48168,779";"2550,109";"597647,954";"61148,862";"2975196,897"
"2018-05";"54305,037";"1235740,847";"1,019";"15545,4";"137140,204";"557116,177";"523876,88";"146903,256";"25757,9";"505423,65";"1911763,467";"1891534,418";"2755570,559";"1497233,317";"5609993,199";"5255849,262";"4511864,46";"1438681,56";"747758,6";"137487,002";"653556,181";"4261,816";"4731,831";"0";"1072,115";"1537390,481";"1548867,545";"4846855,704";"44795,234";"3277784,2";"4556659,694";"235890,973";"4792550,667";"408993,558";"3433600,871";"1567676,742";"5001277,613";"16784,942";"191757,109";"61216,635";"255079,845";"524838,531";"252885,375";"120425,388";"89474,96";"987624,254";"312581,573";"170239,195";"53,387";"482874,155";"6475886,473";"4110,451";"5281914,203";"168375,665";"253707,125";"5703996,993";"1548867,545";"1911763,467";"408993,558";"6112990,551";"1241596";"200749,931";"20,433";"49782,625";"2332,386";"678030,312";"70443,425";"2982472,434"
"2018-06";"55806,766";"1894175,151";"0,919";"7157";"142116,248";"348073,759";"516802,93";"116342,447";"21853,7";"497356,714";"1649702,798";"1632913,365";"2422011,91";"1297253,504";"5214516,891";"5194665,243";"4540931,855";"1588758,03";"739662,9";"94741,43";"786000,552";"2797,058";"2,678";"0";"0,421";"1613061,717";"1623205,039";"4873410,402";"43294,901";"3277784,2";"4584226,757";"233376,88";"4817603,636";"321254,841";"2987339,857";"1355974,375";"4343314,232";"34264,513";"146831,543";"50719,733";"320198,379";"552014,168";"258280,201";"118611,807";"83829,555";"1012735,731";"473399,011";"163494,802";"26,795";"636920,608";"5997648,656";"4678,085";"5235456,14";"167462,721";"246977,195";"5649896,056";"1623205,039";"1649702,798";"321254,841";"5971150,897";"1256632";"208572,034";"4,76";"47396,528";"2306,879";"565327,947";"58720,871";"2987322,792"
"2018-07";"51491,369";"2236390,127";"0,753";"1300,1";"320049,142";"300943,836";"146010,35";"131872,666";"25911,9";"406220,171";"1332308,165";"1311419,222";"1933094,369";"1143436,417";"4411253,319";"5198535,082";"4611354,523";"1658563,783";"934852,9";"83645,825";"976530,332";"107004,688";"1,684";"0";"676,558";"2098700,985";"2102711,987";"4927973,771";"41116,394";"3277784,2";"4652470,919";"224011,485";"4876482,402";"270561,311";"2397217,501";"1191730,653";"3588948,154";"28951,069";"121744,804";"63730,29";"368714,152";"583140,315";"259972,92";"121280,892";"79058,238";"1043452,365";"381384,086";"183729,308";"20,189";"565133,583";"5201524,374";"3990,272";"5304328,483";"159149,354";"237889,048";"5701366,885";"2102711,987";"1332308,165";"270561,311";"5971928,196";"1276227";"208564,298";"4,764";"49068,506";"2335,352";"464123,132";"48294,236";"2995798,792"
"2018-08";"48112,563";"2550914,684";"0,663";"57";"180305,49";"303271,355";"190474,51";"93737,737";"25896,2";"285913,59";"1079655,882";"1061395,685";"1500674,064";"1036885,805";"3826344,149";"5348732,587";"4669172,849";"1758823,358";"1172813,5";"175585,924";"1155665,861";"78575,758";"88,262";"0";"5165,956";"2583784,123";"2587895,261";"4984350,297";"38822,379";"3277784,2";"4707995,227";"228242,506";"4936237,734";"364382,29";"1849303,016";"1073113,388";"2922416,404";"18072,103";"99569,471";"60061,087";"497974,724";"675677,385";"271989,354";"117588,986";"76977,328";"1142233,053";"304827,87";"175558,63";"0,014";"480386,514";"4548453,447";"3417,476";"5300887,278";"150806,069";"240617,189";"5692310,536";"2587895,261";"1079655,882";"364382,29";"6056692,826";"1294022";"221053,929";"4,764";"48480,731";"2449,93";"348628,952";"36227,583";"2999739,708"
"2018-09";"54151,768";"2801269,828";"0,811";"498,8";"265046,804";"273479,371";"247927,766";"115769,406";"25059,2";"332022,585";"1259803,932";"1236790,69";"1591117,93";"936735,059";"4127207,1";"5385990,35";"4612291,601";"1794854,4";"1075512,8";"106013,206";"1266658,166";"43184,19";"346,35";"0";"7199,444";"2495573,94";"2498914,156";"4914905,098";"38044,881";"3277784,2";"4650336,481";"210416,848";"4860753,33";"471085,252";"1999636,075";"978537,017";"2978173,092";"94040,703";"89907,718";"28909,332";"655928,714";"868786,467";"278140,608";"117715,536";"68304,869";"1332947,48";"370225,967";"149763,641";"0,202";"519989,81";"4831492,986";"382,604";"5219003,278";"157417,846";"223096,834";"5599517,958";"2498914,156";"1259803,932";"471085,252";"6070603,21";"1308106";"227481,367";"4,76";"48382,872";"2271,609";"408518,145";"41801,958";"3059131,127"
"2018-10";"69611,922";"2724798,78";"0,737";"1643,3";"508387,372";"265922,941";"329622,83";"102301,535";"25965,6";"411608,761";"1645452,339";"1620107,354";"1297057,876";"981719,791";"4460004,245";"5806490,183";"4940195,516";"1702397,896";"1225059,6";"81105,026";"1609225,661";"49295,47";"17,854";"0";"6628,922";"2966593,292";"2971332,533";"5282333,785";"40320,038";"3277784,2";"4980515,554";"232206,309";"5212721,863";"524156,398";"1598061,569";"1012818,659";"2610880,228";"228999,431";"192089,744";"33466,998";"894867,031";"1349423,204";"272109,305";"101177,763";"70290,693";"1793000,965";"701152,527";"112308,518";"0,36";"813461,405";"5218942,823";"1600,225";"5603022,664";"173589,907";"244054,048";"6020666,619";"2971332,533";"1645452,339";"524156,398";"6544823,017";"1328420";"221023,28";"4,826";"48573,097";"2508,102";"301003,693";"31098,868";"3067461,617"
"2018-11";"81369,893";"2334170,287";"0,837";"476,3";"541536,096";"307043,069";"335217,678";"97007,07";"25200,2";"298551,178";"1605031,591";"1580237,85";"1350216,956";"1081785,776";"4851369,982";"5947096,665";"5178758,295";"1557227,488";"1089896,325";"125249,998";"1413654,179";"22435,67";"10,887";"0";"27624,423";"2675964,533";"2678871,482";"5532750,521";"37756,599";"3277784,2";"5216514,895";"234865,734";"5451380,628";"414346,144";"1688417,531";"1116412,139";"2804829,67";"252672,057";"167591,907";"55798,245";"1279159,298";"1755221,507";"261273,264";"121441,97";"79626,51";"2217563,251";"520810,299";"59950,829";"35,905";"580797,033";"5603743,186";"553,232";"5828529,9";"186240,562";"248466,471";"6263236,933";"2678871,482";"1605031,591";"414346,144";"6677583,077";"1362640";"211236,475";"4,819";"47741,708";"2290,262";"338200,575";"34626,363";"3096260,617"
"2018-12";"92630,801";"2096153,966";"1,04";"2187,025";"764297,702";"276701,7";"554849,916";"118126,058";"26106";"605666,083";"2347934,484";"2321605,686";"1637293,027";"930996,261";"5638380,534";"6369192,501";"5461946,902";"1359189,213";"1001753,675";"166053,346";"1881911,136";"6965,602";"11,674";"0";"1158,991";"3052417,653";"3057854,424";"5879308,156";"38910,552";"3277784,2";"5500857,454";"285819,901";"5786677,355";"489884,345";"1983706,795";"965385,369";"2949092,164";"260135,639";"159766,628";"63854,94";"1648689,173";"2132446,38";"271556,727";"125459,142";"85030,873";"2614493,122";"779995,901";"44212,603";"28,141";"824236,645";"6388169,799";"347,868";"6107210,618";"202221,731";"298773,045";"6608205,394";"3057854,424";"2347934,484";"489884,345";"7098089,739";"1371396";"217959,469";"4,826";"51108,136";"2484,296";"346413,768";"34389,108";"3132713,48"
"2019-01";"93772,431";"1542652,139";"1,192";"428,5";"724026,787";"269193,203";"614511,246";"105641,623";"25978,5";"642234,028";"2382013,887";"2364012,039";"1793805,043";"1119377,685";"6137235,058";"6683239,324";"5768131,576";"1128207,902";"913964,5";"134259,699";"1865825,961";"1702,97";"13,506";"0";"488,246";"2910016,305";"2916254,882";"6236178,689";"40907,055";"3279354,2";"5809038,63";"333367,627";"6142406,258";"447060,635";"2086126,406";"1148755,455";"3234881,861";"210884,629";"165143,565";"59894,609";"1733150,079";"2169072,882";"292826,362";"120567,403";"94221,726";"2676688,373";"881544,868";"54442,049";"23,464";"936010,381";"6850645,178";"3064,563";"6382210,939";"208720,468";"346894,131";"6937825,538";"2916254,882";"2382013,887";"447060,635";"7384886,173";"1379626";"239195,303";"8,662";"50931,486";"2690,911";"292321,363";"29377,77";"3132713,48"
"2019-02";"77895,986";"1179980,08";"1,145";"3068,4";"777254,527";"209735,235";"453861,128";"107727,923";"23473,8";"325726,484";"1900847,497";"1877394,448";"1544912,654";"808205,477";"5055867,148";"5781923,787";"5049146,507";"963809,849";"801251,75";"118364,607";"1659119,349";"7631,444";"0,236";"0";"23551,884";"2603451,087";"2609919,27";"5433265,111";"33721,102";"3279354,2";"5082867,609";"272501,516";"5355369,125";"348658,676";"1823842,232";"835456,692";"2659298,924";"213851,82";"151601,974";"52751";"1369477,544";"1787682,338";"261298,382";"110886,053";"82523,84";"2242390,613";"725538,625";"103448,912";"27,342";"829014,879";"5732302,514";"1598,098";"5631454,122";"177785,001";"283476,488";"6092715,611";"2609919,27";"1900847,497";"348658,676";"6441374,287";"1390778";"212077,54";"5,081";"46626,721";"2589,04";"278929,578";"27251,215";"3134072,064"
"2019-03";"71640,191";"929336,741";"1,312";"25895,2";"818108,561";"221264,109";"491612,324";"82023,634";"25749,8";"524390,014";"2189043,642";"2160130,687";"2379362,443";"942615,966";"5584408,894";"6005775,308";"5215913,864";"955605,007";"807815,45";"118448,028";"1662572,671";"2231,176";"2,902";"0";"548,731";"2581497,101";"2591618,958";"5599582,592";"40717,282";"3279354,2";"5256631,145";"271311,255";"5527942,401";"406192,716";"2824435,969";"987287,078";"3811723,047";"159766,11";"176871,677";"43076,368";"780703,456";"1160417,611";"302055,054";"114069,271";"80778,518";"1657320,454";"729831,451";"132821,451";"37,9";"862690,802";"6332869,221";"1134,918";"5862036,127";"182755,095";"284460,599";"6329251,821";"2591618,958";"2189043,642";"406192,716";"6735444,537";"1410896";"247493,454";"5,099";"51614,702";"2941,799";"445073,526";"44671,112";"3134072,064"
"2019-04";"63402,661";"703896,738";"1,113";"25749,1";"384600,502";"378729,431";"632690,418";"119150,975";"25033,2";"582105,309";"2148058,935";"2124032,622";"2389628,806";"1142678,863";"5789660,735";"5406051,398";"4682678,898";"1035202,965";"652033,75";"92679,794";"1003550,132";"1146,28";"146,357";"0";"131,532";"1740423,285";"1749687,845";"5025704,886";"41036,768";"3279354,2";"4723715,667";"238586,559";"4962302,225";"380346,512";"2978116,434";"1202642,312";"4180758,746";"118029,666";"170098,531";"57296,326";"622548,148";"967972,671";"282656,498";"117707,267";"91049,931";"1459386,367";"800539,002";"155945,166";"29,379";"956513,547";"6596796,311";"137,651";"5393804,681";"172800,239";"251473,789";"5818078,709";"1749687,845";"2148058,935";"380346,512";"6198425,221";"1426215";"230043,69";"4,132";"49789,641";"2819,035";"588487,628";"59963,449";"3134072,064"
