"Header & Timestamp";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65";"66";"67";"68"
"2021-12";"68191,141";"1876265,179";"0,937";"1934";"458833,12";"331428,2";"184802,324";"92244,022";"25818,6";"188931,177";"1283991,443";"1272312,945";"1489608,022";"933404,218";"5131119,878";"6631477,203";"5541738,334";"63721,8";"1054190,751";"89662,305";"1443922,044";"115905,962";"2486,465";"0";"74826,093";"2772670,27";"2780993,62";"5957441,048";"35369,843";"3247786,2";"5577108,177";"312141,73";"5889249,907";"674036,155";"1767781,424";"960453,519";"2728234,943";"7063,159";"165472";"65138,573";"1645656,767";"1883330,499";"269644,383";"119430,757";"81801,736";"2354207,375";"743431,617";"85339,982";"0,419";"828772,018";"5912133,653";"919,317";"6246151,506";"164534,396";"324413,773";"6735099,675";"2780993,62";"1283991,443";"674036,155";"7409135,83";"2635307";"220121,827";"4,149";"47187,608";"2330,799";"278173,402";"27049,301";"3422334,82"
"2022-01";"72586,27";"1441638,91";"1,084";"926,975";"551803,011";"383786,473";"421186,546";"125413,762";"25721,8";"385057,021";"1893895,588";"1876482,833";"1620847,841";"1064919,677";"5815069,98";"6575801,386";"5611095,565";;"1072621,341";"84109,647";"1431756,048";"27223,794";"1544,746";"0";"28572,382";"2637214,239";"2645827,958";"6031003,108";"35369,245";"3247786,2";"5646464,811";"311952,028";"5958416,838";"544798,278";"1913643,195";"1092315,69";"3005958,885";"6190,721";"167511,439";"58538,114";"1697330,718";"1929570,992";"277416,699";"118060,103";"71929,34";"2396977,134";"1066722,904";"117165,963";"0";"1183888,867";"6586824,886";"0";"6303438,167";"166746,063";"323774,748";"6793958,978";"2645827,958";"1893895,588";"544798,278";"7338757,256";"2660581";"220883,805";"4,522";"48072,812";"8455,56";"292795,354";"27396,013";"3481357,886"
"2022-02";"65405,866";"1291379,105";"1,071";"80,8";"573020,075";"193711,693";"507070,168";"90430,186";"23204,2";"509536,825";"1897053,947";"1878568,088";"1456454,018";"726921,374";"4938269,579";"5941132,902";"5024727,782";;"1032039,256";"93019,479";"1753408,279";"8043,712";"332,542";"0";"1757,788";"2881431,411";"2888601,056";"5396309,214";"30141,822";"3247786,2";"5054869,604";"276033,744";"5330903,348";"544823,688";"1697391,684";"748999,796";"2446391,48";"3551,926";"148675,503";"52882,149";"1360606,367";"1565715,945";"260239,368";"107482,213";"68859,393";"2002296,919";"1019787,473";"180391,181";"0";"1200178,654";"5648867,053";"0";"5655812,225";"153279,695";"286498,554";"6095590,474";"2888601,056";"1897053,947";"544823,688";"6640414,162";"2734554";"207733,509";"4,499";"44809,647";"7691,713";"240937,666";"22078,422";"3481357,886"
"2022-03";"67975,036";"846848,448";"0,781";"52,8";"698764,347";"357145,63";"272406,792";"120044,314";"25487,7";"335603,405";"1809504,988";"1795915,864";"1421800,613";"1052344,735";"5080211,368";"6144724,149";"5294666,773";;"1232665,496";"40445,163";"1501126,516";"73313,21";"678,842";"0,1";"22762,615";"2860428,645";"2870991,942";"5673146,769";"33431,609";"3247786,2";"5328098,381";"277073,351";"5605171,733";"471577,38";"1718029,401";"1080191,468";"2798220,869";"6206,645";"172825,377";"61276,226";"1567708,768";"1808017,016";"291731,257";"123739,27";"63986,358";"2287473,901";"543154,46";"326601,727";"0,001";"869756,188";"5955450,958";"0";"6093877,269";"162821,894";"288661,369";"6545360,532";"2870991,942";"1809504,988";"471577,38";"7016937,912";"2745298";"234196,861";"4,521";"48930,879";"8598,996";"296228,788";"27846,733";"3509060,313"
"2022-04";"56484,307";"658757,536";"0,881";"3934,3";"548091,82";"406509,374";"335024,12";"127189,466";"24735";"384439,094";"1829923,174";"1812053,549";"1897484,917";"1035824,003";"5143902,857";"5558848,922";"4706093,982";;"940379,179";"65714,058";"1165351,569";"41842,234";"1266,497";"0";"19844,431";"2226999,614";"2234397,968";"5048607,32";"37028,54";"3247786,2";"4743122,522";"249000,491";"4992123,013";"510241,602";"2383141,173";"1082088,399";"3465229,572";"6082,397";"165860,917";"43718,918";"800357,146";"1016019,378";"270859,318";"124269,299";"62953,137";"1474101,132";"737312,888";"302834,999";"0,009";"1040147,896";"5979478,6";"0";"5461183,937";"152435,059";"260092,796";"5873711,792";"2234397,968";"1829923,174";"510241,602";"6383953,394";"2852109";"216359,677";"4,507";"46090,567";"8404,567";"485656,256";"46264,396";"3509078,006"
"2022-05";"54796,322";"1374066,534";"0,907";"7461,3";"205489,781";"609958,357";"384802,93";"160145,577";"22774,3";"571392,471";"1962024,716";"1947561,971";"2468975,601";"1213293,831";"5599109,272";"5400474,623";"4543714,813";;"848826,646";"128659,401";"743899,004";"35604,68";"403,3";"0";"1245,13";"1748927,322";"1758638,161";"4879604,156";"39124,665";"3247786,2";"4582839,477";"241968,356";"4824807,834";"520870,467";"3116732,76";"1275637,197";"4392369,957";"6305,704";"159291,945";"19406,86";"592525,375";"777529,884";"278670,458";"107278,507";"74869,081";"1238347,93";"388864,569";"377365,9";"0,81";"766231,279";"6396949,166";"0";"5266631,331";"153047,243";"253013,57";"5672692,144";"1758638,161";"1962024,716";"520870,467";"6193562,611";"2919772";"223790,664";"4,522";"46102,003";"8773,269";"647757,159";"62343,366";"3515216,105"
"2022-06";"48368,795";"1965219,596";"0,862";"6940,887";"204086,261";"695619,551";"254093,086";"168183,106";"24522,7";"426788,507";"1780234,098";"1770516,56";"2277113,437";"1396621,356";"5281573,705";"5190836,031";"4380415,399";;"818449,018";"143362,57";"653725,531";"67833,458";"17,394";"0";"4629,622";"1679778,886";"1688017,593";"4705970,241";"38411,799";"3247786,2";"4418827,197";"238774,248";"4657601,446";"484865,79";"2843557,459";"1451614,108";"4295171,567";"4797,941";"174802,656";"32801,074";"258505,021";"470906,692";"243929,817";"115339,226";"69584,648";"899760,383";"486555,315";"411472,138";"0,882";"898028,335";"6092960,285";"0";"5120536,275";"144787,376";"250554,339";"5515877,99";"1688017,593";"1780234,098";"484865,79";"6000743,78";"3001624";"192082,049";"4,514";"43547,903";"8295,351";"566444,022";"54992,752";"3533482,055"
"2022-07";"43302,527";"2493763,438";"0,719";"109,277";"398218,431";"442444,043";"169982,05";"158847,45";"25449,3";"329929,58";"1524980,131";"1512180,857";"1810694,908";"1115073,599";"4553171,353";"5392285,767";"4471202,311";;"1132373,435";"78449,133";"968565,083";"153559,838";"900,403";"0";"24878,138";"2351295,271";"2358726,03";"4787723,696";"36238,796";"3247786,2";"4507441,108";"236980,062";"4744421,169";"604562,071";"2278638,274";"1160449,01";"3439087,284";"5529,554";"171014,975";"49722,703";"286956,541";"513223,773";"261619,632";"125376,214";"61895,659";"962115,278";"521539,139";"431993,282";"0,34";"953532,761";"5354735,323";"0";"5198730,481";"137147,92";"248040,75";"5583919,151";"2358726,03";"1524980,131";"604562,071";"6188481,222";"3110239";"207622,271";"4,522";"45131,756";"8861,083";"467943,366";"45375,411";"3551871,175"
"2022-08";"40483,594";"2688673,662";"0,702";"292,371";"410249,637";"427810,337";"167394,044";"161032,143";"25431,7";"150381,858";"1342592,09";"1333346,616";"1562100,445";"1209586,937";"4208801,436";"5229187,152";"4404315,739";;"1095765,916";"94909,324";"985238,507";"113769,564";"1317,986";"0";"72475,016";"2353732,332";"2363476,313";"4704847,37";"33927,494";"3260708,8";"4438243,233";"226120,543";"4664363,776";"524339,782";"1928130,312";"1245414,173";"3173544,485";"6679,933";"159740,876";"57064,014";"274359,689";"497844,512";"244820,877";"123197,155";"68855,585";"934718,129";"447626,735";"378698,616";"0,082";"826325,433";"4934588,047";"0";"5061871,187";"132748,788";"236512,513";"5431132,488";"2363476,313";"1342592,09";"524339,782";"5955472,27";"3195562";"191561,412";"4,409";"44885,348";"8369,708";"366029,867";"35827,236";"3553908,588"
"2022-09";"42921,211";"2735131,453";"0,865";"375,224";"150812,36";"440888,944";"307495,758";"86110,004";"24042,1";"360286,975";"1370011,365";"1360761,042";"1726728,879";"1137530,004";"4716988,514";"5258409,61";"4450221,553";;"1026331,711";"58380,955";"760483,613";"49067,526";"261,99";"0";"15556,063";"1902182,138";"1910081,858";"4755443,38";"35977,426";"3260708,8";"4486198,978";"226323,19";"4712522,169";"502966,23";"2156164,588";"1179124,12";"3335288,708";"7188,423";"146108,39";"51657,511";"716817,911";"921772,235";"257095,556";"112391,676";"64128,977";"1355388,444";"448690,764";"279424,631";"0,034";"728115,429";"5418792,581";"0";"5081793,303";"136387,094";"237716,447";"5455896,844";"1910081,858";"1370011,365";"502966,23";"5958863,074";"3320137";"204960,046";"4,514";"43999,495";"8131,501";"429435,709";"41594,116";"3588062,144"
"2022-10";"49599,094";"2802248,985";"0,989";"622,71";"97327,846";"381790,114";"338881,606";"33140,383";"25541,1";"669240,134";"1546543,893";"1533125,313";"1791687,986";"1012752,471";"4729701,352";"5414854,21";"4522639,424";;"1061060,123";"192669,491";"940783,426";"30806,018";"882,13";"0";"802,617";"2218278,171";"2227003,805";"4863223,601";"35778,241";"3265708,8";"4558417,664";"255206,842";"4813624,507";"551630,609";"2223637,313";"1054664,976";"3278302,289";"4364,47";"156159,348";"40702,117";"777929,28";"979155,215";"281139,836";"117375,159";"68870,136";"1446540,346";"467176,441";"258430,395";"0";"725606,836";"5450449,471";"0";"5168282,975";"143321,334";"267674,465";"5579278,774";"2227003,805";"1546543,893";"551630,609";"6130909,383";"3418572";"226099,293";"4,486";"46220,263";"8815,794";"431949,327";"41912,505";"3589655,872"
"2022-11";"58463,532";"2599181,01";"0,851";"1491,435";"492312,355";"237122,057";"238796,722";"136651,182";"24881,4";"362921,154";"1494176,305";"1479561,464";"1395103,525";"928983,353";"4517312,341";"5767657,164";"4877918,946";;"1144480,796";"97490,137";"1377209,634";"50034,516";"124,352";"0";"66288,581";"2729906,287";"2735628,016";"5235531,626";"29843,153";"3265708,8";"4907762,1";"269305,995";"5177068,094";"532125,538";"1702666,106";"958141,15";"2660807,256";"6294,717";"141713,237";"74919,444";"1269870,785";"1492798,183";"275747,365";"117516,538";"75412,656";"1961474,742";"456863,488";"147952,032";"0";"604815,52";"5227097,518";"0";"5506823,954";"147678,654";"281921,083";"5936423,691";"2735628,016";"1494176,305";"532125,538";"6468549,229";"3538718";"222657,291";"4,479";"44505,142";"8580,453";"307562,581";"29157,797";"3594511,912"
"2022-12";"60743,288";"2410534,023";"0,904";"14900,785";"498959,017";"469566,069";"174441,476";"132014,623";"25861,7";"123653,5";"1439397,17";"1427995,793";"1407890,104";"926833,632";"4821433,407";"6298022,828";"5241766,119";;"1171354,79";"91154,73";"1301399,301";"105928,832";"1327,677";"0";"242608,847";"2904585,214";"2913774,177";"5639755,509";"33771,07";"3265708,8";"5275537,189";"303475,032";"5579012,221";"658267,319";"1699535,218";"953818,62";"2653353,838";"5488,328";"146069,131";"82754,281";"1394030,697";"1628342,437";"279730,766";"118574,194";"73979,348";"2100626,745";"670847,554";"116629,48";"0";"787477,034";"5541457,617";"0";"5888244,644";"152542,966";"316779,695";"6357567,305";"2913774,177";"1439397,17";"658267,319";"7015834,624";"3669902";"224992,669";"3,983";"45985,809";"8748,305";"291645,114";"26984,988";"3633103"
"2023-01";"63221,572";"1857346,727";"0,92";"2541,28";"614098,952";"407446,971";"265798,574";"155985,568";"25947,5";"187735,086";"1659553,931";"1645810,257";"1404318,009";"1132206,267";"4967665,428";"6150757,181";"5264753,871";;"1166904,277";"94929,408";"1327937,898";"75840,286";"124,513";"0";"171342,92";"2828902,01";"2837079,302";"5664700,442";"31889,525";"3265708,8";"5296643,397";"304835,474";"5601478,87";"486056,739";"1659287,731";"1158323,893";"2817611,624";"3130,758";"151177,55";"75598,353";"1148851,753";"1378758,414";"287410,634";"112780,543";"72776,13";"1851725,721";"847187,655";"126262,547";"0";"973450,202";"5642787,547";"0";"5860768,598";"155379,253";"318108,328";"6334256,179";"2837079,302";"1659553,931";"486056,739";"6820312,918";"3836303";"230362,531";"4,661";"48077,951";"8965,491";"254969,722";"26117,626";"3641212,64"
"2023-02";"60717,45";"1427888,913";"1,031";"6971,978";"766193,401";"330368,971";"251191,822";"130613,07";"23330,1";"173277,02";"1681946,362";"1669008,374";"1420106,204";"913182,52";"4787211,998";"5507666,391";"4775612,121";;"889260,688";"31242,838";"1347117,07";"51804,928";"15,319";"0";"75180,767";"2389462,767";"2394621,61";"5130542,263";"28414,029";"3265708,8";"4804026,15";"265798,663";"5069824,813";"377124,128";"1667440,625";"938313,029";"2605753,654";"4224,566";"127355,616";"65859,323";"1142182,051";"1339621,556";"268720,346";"108289,378";"69742,152";"1786373,432";"827516,527";"261928,241";"0,001";"1089444,769";"5481571,855";"0";"5397833,536";"140625,336";"278664,103";"5817122,975";"2394621,61";"1681946,362";"377124,128";"6194247,103";"4049760";"215352,777";"4,76";"45253,687";"8109,122";"247334,421";"25130,509";"3679974,419"
"2023-03";"58231,722";"927431,925";"0,88";"32159,346";"641773,081";"496513,329";"176202,564";"136975,368";"25660,8";"84926,103";"1594210,591";"1578903,828";"1618273,545";"1090738,836";"5113596,001";"5658540,742";"4919414,219";;"708248,332";"59320,151";"1056138,343";"104595,79";"69,788";"0";"202157,219";"2123848,569";"2130529,623";"5269914,682";"34395,324";"3265708,8";"4953809,542";"257873,417";"5211682,96";"388626,06";"1961623,293";"1125410,448";"3087033,741";"5735,224";"180036,522";"72330,475";"888548,507";"1146650,728";"298555,368";"112736,96";"62481,022";"1620424,078";"832496,943";"365534,508";"0,001";"1198031,452";"5905489,271";"0";"5633008,792";"151135,117";"269038,334";"6053182,243";"2130529,623";"1594210,591";"388626,06";"6441808,303";"4255421";"240198,107";"4,6";"49323,058";"9029,603";"343349,748";"34671,612";"3706404,224"
"2023-04";"58045,919";"718739,023";"0,973";"56706,272";"362362,866";"727623,162";"229460,172";"108121,692";"24869,1";"137876,587";"1647019,851";"1633242,105";"2115531,73";"955424,331";"5341735,108";"5153335,551";"4403831,925";;"568047,038";"33381,032";"691568,804";"72194,192";"1047,438";"0";"89864,53";"1444842,548";"1456103,034";"4725949,489";"30692,747";"3265708,8";"4434524,672";"233378,898";"4667903,57";"427386,062";"2574981,015";"1001803,25";"3576784,265";"1859,85";"174393,762";"61560,086";"710551,021";"948364,719";"266127,563";"102921,117";"69864,173";"1387277,572";"716094,204";"406534,574";"0";"1122628,778";"6086690,615";"0";"5082422,809";"142915,018";"243049,909";"5468387,736";"1456103,034";"1647019,851";"427386,062";"5895773,798";"4448772";"210770,097";"0,987";"46583,415";"8773,064";"459449,285";"46378,919";"3710882,971"
"2023-05";"62017,395";"1123270,073";"1,099";"104238,967";"309324,99";"1071304,995";"448765,844";"112392,079";"25671,3";"327000,989";"2398699,164";"2384715,969";"3031394,292";"1390037,9";"6600444,676";"5045531,941";"4206832,639";;"266435,975";"63800,734";"442751,157";"33064,812";"13,747";"0";"37985,968";"829803,234";"844052,393";"4536183,502";"38221,617";"3265708,8";"4245054,255";"229111,851";"4474166,107";"509348,439";"3782208,801";"1467926,21";"5250135,011";"574,218";"183252,582";"56937,915";"333597,18";"574361,895";"278324,049";"113081,491";"75020,177";"1040787,612";"582702,831";"548022,427";"0,009";"1130725,267";"7421647,89";"0";"4958495,984";"159195,951";"239960,745";"5357652,68";"844052,393";"2398699,164";"509348,439";"5867001,119";"4643377";"221199,118";"1,779";"48092,507";"9030,645";"750814,509";"77888,31";"3710915,627"
"2023-06";"45150,259";"1764313,117";"0,866";"82417,712";"271178,617";"988334,208";"181671,524";"112269,652";"24853,4";"121193,143";"1781918,256";"1769765,734";"2367469,691";"1409553,965";"5371842,099";"4747511,084";"4041253,382";;"323418,001";"92484,036";"435208,592";"129541,358";"173,848";"0";"174001,093";"1145434,719";"1154826,928";"4331838,706";"35418,15";"3265708,8";"4076671,532";"210016,915";"4286688,447";"415672,378";"2979193,371";"1473889,132";"4453082,503";"2370,681";"175850,248";"34690,79";"126532,995";"339444,714";"220704,612";"96435,075";"68667,119";"725251,52";"335823,003";"656855,144";"0,006";"992678,153";"6171012,176";"0";"4769487,802";"135894,55";"222866,118";"5128248,47";"1154826,928";"1781918,256";"415672,378";"5543920,848";"4861428";"166479,344";"1,738";"45508,11";"8715,42";"611723,68";"64335,167";"3763285,394"
"2023-07";"42926,318";"2421283,256";"0,793";"26924,897";"427934,095";"686371,391";"254778,188";"101214,188";"19600,9";"340659,943";"1857483,602";"1847092,001";"2068090,377";"1287854,381";"5129842,605";"4917155,601";"4130115,602";;"640846,105";"108131,634";"756712,055";"103021,06";"369,471";"0";"32679,352";"1634404,997";"1641759,677";"4432404,105";"37406,423";"3265708,8";"4167522,025";"221955,762";"4389477,787";"484751,496";"2585119,71";"1342504,583";"3927624,293";"2126,213";"188873,84";"42786,153";"213721,388";"447507,594";"237269,341";"109044,639";"70404,929";"864226,503";"468747,613";"669179,94";"2,558";"1137930,111";"5929780,907";"0";"4858184,062";"138251,395";"232870,029";"5229305,486";"1641759,677";"1857483,602";"484751,496";"5714056,982";"5114096";"183112,938";"1,738";"45168,115";"8986,55";"517029,333";"54650,202";"3786430,221"
"2023-08";"50362,008";"2789491,36";"1,075";"57240,656";"402687,968";"1019640,704";"284459,488";"117447,682";"25622";"255346,421";"2162444,919";"2150389,899";"2406768,573";"1564785,736";"5707019,366";"4910434,874";"4187747,998";;"567239,421";"123812,777";"516993,958";"67640,888";"817,573";"0";"89100,43";"1353805,407";"1365605,047";"4495680,912";"35411,187";"3265708,8";"4223159,186";"222159,719";"4445318,904";"414753,962";"2995128,882";"1626279,981";"4621408,863";"186,273";"122793,709";"54439,177";"128891,611";"306310,77";"246821,202";"112896,21";"61545,947";"727574,129";"489167,643";"589905,529";"0,09";"1079073,262";"6428056,254";"0";"4840163,12";"138140,757";"238158,543";"5216462,42";"1365605,047";"2162444,919";"414753,962";"5631216,382";"5304962";"192696,524";"1,738";"45438,696";"8684,244";"588360,309";"61494,245";"3839049,143"
"2023-09";"43211,551";"2704379,953";"0,92";"45055,055";"239105,592";"889484,015";"195699,222";"71978,326";"24688";"162641,835";"1628652,045";"1616875,042";"1843680,01";"1232849,638";"4847762,757";"4851122,155";"4150111,186";;"677378,2";"140567,412";"521731,614";"146462,13";"41,494";"0";"142435,886";"1620234,44";"1628616,736";"4436557,869";"30410,852";"3265708,8";"4180522,037";"212824,28";"4393346,318";"414564,286";"2265461,001";"1277322,92";"3542783,921";"94,292";"130402,496";"60963,698";"374039,507";"565499,993";"225477,956";"108483,762";"56639,289";"956101";"483552,325";"638195,266";"2,026";"1121749,617";"5620634,538";"0";"4851214,319";"128216,95";"226603,674";"5206034,943";"1628616,736";"1628652,045";"414564,286";"5620599,229";"5563551";"171609,435";"1,738";"45301,157";"8565,626";"421780,991";"44473,282";"3846306,091"
"2023-10";"45028,73";"2625352,192";"0,741";"7110,745";"166355,881";"485156,266";"238172,016";"16019,39";"25624,8";"381569,301";"1320008,399";"1306708,249";"1353992,361";"1021034,728";"4293259,669";"5269285,103";"4435934,015";;"1136084,678";"197080,114";"850230,305";"58604,026";"3250,65";"0";"44124,514";"2282733,683";"2289374,287";"4753373,435";"32392,875";"3265708,8";"4468326,891";"240017,815";"4708344,705";"515911,668";"1651469,239";"1052460,612";"2703929,851";"1305,403";"159709,977";"68428,712";"550488,811";"779932,903";"280619,112";"115016,824";"65991,77";"1241560,609";"718311,837";"439432,272";"0,054";"1157744,163";"5103234,623";"0";"5165959,294";"138225,884";"252503,665";"5556688,843";"2289374,287";"1320008,399";"515911,668";"6072600,511";"5792273";"221315,331";"1,88";"50280,513";"9021,388";"297476,878";"31425,884";"3875637,466"
"2023-11";"61349,622";"2451092,387";"1,423";"32470,504";"330521,324";"657454,74";"394156,698";"107453,371";"24921,2";"307896,846";"1854874,683";"1841333,349";"2188339,722";"1201123,716";"5859270,394";"5656373,767";"4855432,373";;"679169,612";"155182,945";"680397,508";"75157,924";"1204,535";"0";"55769,341";"1638436,722";"1646881,865";"5208551,747";"33872,418";"3265708,8";"4889304,791";"257897,334";"5147202,125";"447822,02";"2675526,619";"1251656,598";"3927183,217";"3900,176";"152832,126";"60649,136";"857161,597";"1074543,035";"283161,912";"119167,253";"70945,131";"1547817,331";"926025,656";"270802,095";"0";"1196827,751";"6671828,299";"0";"5586192,251";"157091,734";"272729,476";"6016013,461";"1646881,865";"1854874,683";"447822,02";"6463835,481";"6038206";"228381,908";"2,222";"46195,382";"8582,4";"487186,897";"50532,882";"3876363,161"
"2023-12";"68511,147";"2280637,755";"1,531";"20286,922";"357696,872";"491344,891";"546052,84";"156993,788";"25833,5";"436959,709";"2035168,522";"2022626,771";"2374254,857";"1089397,078";"6013302,347";"6139455,829";"5114534,123";;"789354,256";"127244,306";"1150844,339";"28188,922";"2615,51";"0";"62642,679";"2148780,253";"2160890,012";"5520801,968";"33962,055";"3265708,8";"5148496,178";"303794,643";"5452290,821";"618653,861";"2861957,704";"1138358,247";"4000315,951";"2970,798";"165888,019";"66308,534";"1084067,557";"1319234,908";"281406,712";"126182,566";"69198,505";"1796022,691";"808394,711";"215428,629";"0";"1023823,34";"6820161,982";"0";"5845788,992";"167098,299";"314342,32";"6327229,611";"2160890,012";"2035168,522";"618653,861";"6945883,472";"6229301";"224755,119";"2,354";"47882,466";"8766,773";"487702,847";"48961,169";"3896294,37"
"2024-01";"71903,511";"1540268,27";"1,492";"42852,112";"410231,505";"563270,078";"627695,984";"231200,006";"25772,1";"434376,143";"2335397,928";"2324625,718";"2262249,814";"1370561,422";"6761953,963";"6213880,873";"5393004,637";;"681632,731";"139522,197";"923518,363";"8981,768";"1470,899";"0";"42462,896";"1776552,628";"1797588,854";"5811328,598";"36487,262";"3265708,8";"5429491,899";"309933,188";"5739425,087";"402552,275";"2681297,242";"1409869,097";"4091166,339";"3716,847";"167974,174";"68697,329";"1331356,255";"1571744,605";"282716,297";"118973,647";"75910,448";"2049344,997";"1150902,051";"315322,566";"0";"1466224,617";"7606735,953";"0";"6177665,252";"172974,102";"315735,25";"6666374,604";"1797588,854";"2335397,928";"402552,275";"7068926,879";"6426955";"224129,923";"2,34";"49715,728";"8868,306";"419047,428";"39307,675";"3915012,277"
"2024-02";"55368,007";"1047447,345";"1,475";"42324,818";"470110,191";"400145,1";"425708,276";"232092,327";"23964,4";"332837,695";"1927182,807";"1916734,46";"2034335,605";"1037522,999";"5507343,165";"5372439,321";"4702763,089";;"611538,75";"154033,801";"926647,041";"42943,168";"0,004";"0";"67936,61";"1781830,616";"1803099,374";"5045000,911";"31092,549";"3265708,8";"4733855,638";"255777,266";"4989632,904";"327438,41";"2446869,753";"1076093,131";"3522962,884";"4352,768";"153889,43";"64579,841";"749211,021";"972033,06";"265215,237";"114620,724";"63494,107";"1415363,128";"1005659,636";"362494,775";"0";"1368154,411";"6306480,423";"0";"5450432,98";"143392,453";"261133,147";"5854958,58";"1803099,374";"1927182,807";"327438,41";"6182396,99";"6625803";"209542,695";"2,155";"47433,685";"8236,702";"412534,148";"38570,132";"3948484,806"
"2024-03";"52107,507";"578129,446";"1,072";"75623,23";"345706,651";"605550,152";"405867,532";"134996,762";"20165";"245799,387";"1833708,714";"1822479,197";"1974689,641";"1059541,359";"5639047,068";"5401374,488";"4701597,932";;"566049,313";"179171,958";"725252,055";"52951,372";"2870,552";"0";"78754,658";"1584806,617";"1605049,908";"5036904,342";"33656,748";"3265708,8";"4735254,68";"249542,155";"4984796,835";"364470,146";"2431095,736";"1102407,123";"3533502,859";"1556,326";"189313,71";"58412,967";"646982,077";"896265,08";"311375,078";"123122,213";"69295,839";"1400058,21";"1067915,981";"587614,417";"0";"1655530,398";"6589091,467";"0";"5590731,477";"149992,411";"255238,627";"5995962,515";"1605049,908";"1833708,714";"364470,146";"6360432,661";"6788161";"253493,986";"4,917";"48812,217";"9063,958";"456406,095";"42865,764";"3952738,221"
"2024-04";"43213,543";"520429,2";"1,114";"88659,696";"173334,337";"792962,092";"439189,352";"141175,138";"16062,2";"501929,291";"2153312,106";"2138782,478";"2439182,666";"1087421,431";"5933389,984";"4947807,104";"4218870,949";;"369915,18";"229025,341";"503492,966";"29970,048";"16316,768";"5,6";"14285,673";"1153199,598";"1163011,576";"4523024,533";"35074,965";"3265708,8";"4253945,914";"225865,076";"4479810,99";"424782,571";"3060033,485";"1147848,434";"4207881,919";"2194,781";"174798,01";"49902,678";"349590,928";"576486,397";"260375,939";"106735,725";"62935,84";"1006533,901";"890084,688";"784756,279";"0";"1674840,967";"6889256,787";"0";"5107729,932";"135425,842";"231017,912";"5474173,686";"1163011,576";"2153312,106";"424782,571";"5898956,257";"6936374";"205011,678";"1,066";"46440,79";"8922,405";"620850,819";"60427,003";"3952738,221"
"2024-05";"49142,841";"937509,156";"1,024";"136885,521";"139924,886";"926087,091";"614797,606";"114643,505";"25888,2";"531976,956";"2490203,765";"2477447,468";"2841719,82";"1404924,889";"6323769,989";"4850045,266";"4070018,945";;"287772,761";"200673,146";"452842,587";"25291,092";"34655,5";"0";"12776,255";"1003722,745";"1014011,341";"4378766,098";"34301,634";"3265708,8";"4104320,579";"225302,678";"4329623,257";"471279,168";"3562032,544";"1475881,605";"5037914,149";"2203,595";"198244,047";"46543,236";"128900,921";"375891,799";"275134,306";"128775,738";"59915,512";"839717,355";"569871,981";"873826,927";"0,023";"1443698,931";"7321330,435";"0";"4996904,928";"145612,217";"231341,698";"5373858,843";"1014011,341";"2490203,765";"471279,168";"5845138,011";"7112001";"220478,844";"0,901";"45581,384";"9073,177";"720312,724";"70956,716";"3952761,476"
"2024-06";"45270,98";"2013149,102";"1,068";"67456,33";"81928,841";"1003333,837";"683584,036";"48250,747";"25149,5";"496216,432";"2405919,723";"2393074,097";"2811001,498";"1672254,329";"6386882,45";"4987533,696";"4098998,33";;"252377,566";"242022,558";"439441,322";"5600,476";"65957,88";"0";"1278,11";"993725,343";"1006677,912";"4409722,254";"36782,18";"3265708,8";"4135780,51";"228670,764";"4364451,274";"577811,442";"3536962,433";"1743713,887";"5280676,32";"1261,173";"185584,074";"49948,174";"129707,665";"366501,086";"231087,73";"128554,755";"58535,384";"784678,955";"432316,881";"892433,471";"0";"1324750,352";"7390105,627";"0";"5031776,541";"142468,226";"238807,607";"5413052,374";"1006677,912";"2405919,723";"577811,442";"5990863,816";"7295773";"178577,426";"0,906";"43838,036";"8671,362";"725960,935";"71459,558";"3952761,476"
"2024-07";"47151,818";"2455234,276";"1,044";"44252,138";"94396,611";"1046429,314";"652299,354";"98888,8";"26016,4";"625063,316";"2587345,933";"2576635,483";"2693198,945";"1791882,682";"6459849,975";"5039469,743";"4257564,357";;"347000,54";"232245,606";"523878,523";"7911,844";"55908,002";"0";"299,308";"1156255,251";"1167243,823";"4579765,162";"37122,798";"3265708,8";"4294687,155";"237926,189";"4532613,344";"459704,581";"3279588,713";"1850112,319";"5129701,032";"1818,226";"189283,121";"55766,784";"113812,623";"360680,754";"248849,519";"122396,444";"71809,178";"803735,895";"504992,633";"1004892,463";"0,002";"1509885,098";"7443322,025";"0";"5172858,647";"144850,095";"245806,592";"5563515,334";"1167243,823";"2587345,933";"459704,581";"6023219,915";"7488364";"193735,457";"0,919";"46060,447";"9052,696";"586389,768";"58229,637";"3973309,868"
