"Header & Timestamp";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65";"66"
"2023-07";"42926,318";"2421283,256";"0,793";"26924,897";"427934,095";"686371,391";"254778,188";"101214,188";"19600,9";"340659,943";"1857483,602";"1847092,001";"2068090,377";"1287854,381";"5129842,605";"4917155,601";"4130115,602";;"640846,105";"108131,634";"756712,055";"103021,06";"369,471";"0";"32679,352";"1634404,997";"1641759,677";"4432404,105";"37406,423";"3265708,8";"4167522,025";"221955,762";"4389477,787";"484751,496";"2585119,71";"1342504,583";"3927624,293";"2126,213";"188873,84";"42786,153";"213721,388";"447507,594";"237269,341";"109044,639";"70404,929";"864226,503";"468747,613";"669179,94";"2,558";"1137930,111";"5929780,907";"0";"4858184,062";"138251,395";"232870,029";"5229305,486";"1641759,677";"1857483,602";"484751,496";"5714056,982";"183112,938";"1,738";"45168,115";"8986,55";"517029,333";"54650,202"
"2023-08";"50362,008";"2789491,36";"1,075";"57240,656";"402687,968";"1019640,704";"284459,488";"117447,682";"25622";"255346,421";"2162444,919";"2150389,899";"2406768,573";"1564785,736";"5707019,366";"4910434,874";"4187747,998";;"567239,421";"123812,777";"516993,958";"67640,888";"817,573";"0";"89100,43";"1353805,407";"1365605,047";"4495680,912";"35411,187";"3265708,8";"4223159,186";"222159,719";"4445318,904";"414753,962";"2995128,882";"1626279,981";"4621408,863";"186,273";"122793,709";"54439,177";"128891,611";"306310,77";"246821,202";"112896,21";"61545,947";"727574,129";"489167,643";"589905,529";"0,09";"1079073,262";"6428056,254";"0";"4840163,12";"138140,757";"238158,543";"5216462,42";"1365605,047";"2162444,919";"414753,962";"5631216,382";"192696,524";"1,738";"45438,696";"8684,244";"588360,309";"61494,245"
"2023-09";"43211,551";"2704379,953";"0,92";"45055,055";"239105,592";"889484,015";"195699,222";"71978,326";"24688";"162641,835";"1628652,045";"1616875,042";"1843680,01";"1232849,638";"4847762,757";"4851122,155";"4150111,186";;"677378,2";"140567,412";"521731,614";"146462,13";"41,494";"0";"142435,886";"1620234,44";"1628616,736";"4436557,869";"30410,852";"3265708,8";"4180522,037";"212824,28";"4393346,318";"414564,286";"2265461,001";"1277322,92";"3542783,921";"94,292";"130402,496";"60963,698";"374039,507";"565499,993";"225477,956";"108483,762";"56639,289";"956101";"483552,325";"638195,266";"2,026";"1121749,617";"5620634,538";"0";"4851214,319";"128216,95";"226603,674";"5206034,943";"1628616,736";"1628652,045";"414564,286";"5620599,229";"171609,435";"1,738";"45301,157";"8565,626";"421780,991";"44473,282"
"2023-10";"45028,73";"2625352,192";"0,741";"7110,745";"166355,881";"485156,266";"238172,016";"16019,39";"25624,8";"381569,301";"1320008,399";"1306708,249";"1353992,361";"1021034,728";"4293259,669";"5269285,103";"4435934,015";;"1136084,678";"197080,114";"850230,305";"58604,026";"3250,65";"0";"44124,514";"2282733,683";"2289374,287";"4753373,435";"32392,875";"3265708,8";"4468326,891";"240017,815";"4708344,705";"515911,668";"1651469,239";"1052460,612";"2703929,851";"1305,403";"159709,977";"68428,712";"550488,811";"779932,903";"280619,112";"115016,824";"65991,77";"1241560,609";"718311,837";"439432,272";"0,054";"1157744,163";"5103234,623";"0";"5165959,294";"138225,884";"252503,665";"5556688,843";"2289374,287";"1320008,399";"515911,668";"6072600,511";"221315,331";"1,88";"50280,513";"9021,388";"297476,878";"31425,884"
"2023-11";"61349,622";"2451092,387";"1,423";"32470,504";"330521,324";"657454,74";"394156,698";"107453,371";"24921,2";"307896,846";"1854874,683";"1841333,349";"2188339,722";"1201123,716";"5859270,394";"5656373,767";"4855432,373";;"679169,612";"155182,945";"680397,508";"75157,924";"1204,535";"0";"55769,341";"1638436,722";"1646881,865";"5208551,747";"33872,418";"3265708,8";"4889304,791";"257897,334";"5147202,125";"447822,02";"2675526,619";"1251656,598";"3927183,217";"3900,176";"152832,126";"60649,136";"857161,597";"1074543,035";"283161,912";"119167,253";"70945,131";"1547817,331";"926025,656";"270802,095";"0";"1196827,751";"6671828,299";"0";"5586192,251";"157091,734";"272729,476";"6016013,461";"1646881,865";"1854874,683";"447822,02";"6463835,481";"228381,908";"2,222";"46195,382";"8582,4";"487186,897";"50532,882"
"2023-12";"68511,147";"2280637,755";"1,531";"20286,922";"357696,872";"491344,891";"546052,84";"156993,788";"25833,5";"436959,709";"2035168,522";"2022626,771";"2374254,857";"1089397,078";"6013302,347";"6139455,829";"5114534,123";;"789354,256";"127244,306";"1150844,339";"28188,922";"2615,51";"0";"62642,679";"2148780,253";"2160890,012";"5520801,968";"33962,055";"3265708,8";"5148496,178";"303794,643";"5452290,821";"618653,861";"2861957,704";"1138358,247";"4000315,951";"2970,798";"165888,019";"66308,534";"1084067,557";"1319234,908";"281406,712";"126182,566";"69198,505";"1796022,691";"808394,711";"215428,629";"0";"1023823,34";"6820161,982";"0";"5845788,992";"167098,299";"314342,32";"6327229,611";"2160890,012";"2035168,522";"618653,861";"6945883,472";"224755,119";"2,354";"47882,466";"8766,773";"487702,847";"48961,169"
"2024-01";"71903,511";"1540268,27";"1,492";"42852,112";"410231,505";"563270,078";"627695,984";"231200,006";"25772,1";"434376,143";"2335397,928";"2324625,718";"2262249,814";"1370561,422";"6761953,963";"6213880,873";"5393004,637";;"681632,731";"139522,197";"923518,363";"8981,768";"1470,899";"0";"42462,896";"1776552,628";"1797588,854";"5811328,598";"36487,262";"3265708,8";"5429491,899";"309933,188";"5739425,087";"402552,275";"2681297,242";"1409869,097";"4091166,339";"3716,847";"167974,174";"68697,329";"1331356,255";"1571744,605";"282716,297";"118973,647";"75910,448";"2049344,997";"1150902,051";"315322,566";"0";"1466224,617";"7606735,953";"0";"6177665,252";"172974,102";"315735,25";"6666374,604";"1797588,854";"2335397,928";"402552,275";"7068926,879";"224129,923";"2,34";"49715,728";"8868,306";"419047,428";"39307,675"
"2024-02";"55368,007";"1047447,345";"1,475";"42324,818";"470110,191";"400145,1";"425708,276";"232092,327";"23964,4";"332837,695";"1927182,807";"1916734,46";"2034335,605";"1037522,999";"5507343,165";"5372439,321";"4702763,089";;"611538,75";"154033,801";"926647,041";"42943,168";"0,004";"0";"67936,61";"1781830,616";"1803099,374";"5045000,911";"31092,549";"3265708,8";"4733855,638";"255777,266";"4989632,904";"327438,41";"2446869,753";"1076093,131";"3522962,884";"4352,768";"153889,43";"64579,841";"749211,021";"972033,06";"265215,237";"114620,724";"63494,107";"1415363,128";"1005659,636";"362494,775";"0";"1368154,411";"6306480,423";"0";"5450432,98";"143392,453";"261133,147";"5854958,58";"1803099,374";"1927182,807";"327438,41";"6182396,99";"209542,695";"2,155";"47433,685";"8236,702";"412534,148";"38570,132"
"2024-03";"52107,507";"578129,446";"1,072";"75623,23";"345706,651";"605550,152";"405867,532";"134996,762";"20165";"245799,387";"1833708,714";"1822479,197";"1974689,641";"1059541,359";"5639047,068";"5401374,488";"4701597,932";;"566049,313";"179171,958";"725252,055";"52951,372";"2870,552";"0";"78754,658";"1584806,617";"1605049,908";"5036904,342";"33656,748";"3265708,8";"4735254,68";"249542,155";"4984796,835";"364470,146";"2431095,736";"1102407,123";"3533502,859";"1556,326";"189313,71";"58412,967";"646982,077";"896265,08";"311375,078";"123122,213";"69295,839";"1400058,21";"1067915,981";"587614,417";"0";"1655530,398";"6589091,467";"0";"5590731,477";"149992,411";"255238,627";"5995962,515";"1605049,908";"1833708,714";"364470,146";"6360432,661";"253493,986";"4,917";"48812,217";"9063,958";"456406,095";"42865,764"
"2024-04";"43213,543";"520429,2";"1,114";"88659,696";"173334,337";"792962,092";"439189,352";"141175,138";"16062,2";"501929,291";"2153312,106";"2138782,478";"2439182,666";"1087421,431";"5933389,984";"4947807,104";"4218870,949";;"369915,18";"229025,341";"503492,966";"29970,048";"16316,768";"5,6";"14285,673";"1153199,598";"1163011,576";"4523024,533";"35074,965";"3265708,8";"4253945,914";"225865,076";"4479810,99";"424782,571";"3060033,485";"1147848,434";"4207881,919";"2194,781";"174798,01";"49902,678";"349590,928";"576486,397";"260375,939";"106735,725";"62935,84";"1006533,901";"890084,688";"784756,279";"0";"1674840,967";"6889256,787";"0";"5107729,932";"135425,842";"231017,912";"5474173,686";"1163011,576";"2153312,106";"424782,571";"5898956,257";"205011,678";"1,066";"46440,79";"8922,405";"620850,819";"60427,003"
"2024-05";"49142,841";"937509,156";"1,024";"136885,521";"139924,886";"926087,091";"614797,606";"114643,505";"25888,2";"531976,956";"2490203,765";"2477447,468";"2841719,82";"1404924,889";"6323769,989";"4850045,266";"4070018,945";;"287772,761";"200673,146";"452842,587";"25291,092";"34655,5";"0";"12776,255";"1003722,745";"1014011,341";"4378766,098";"34301,634";"3265708,8";"4104320,579";"225302,678";"4329623,257";"471279,168";"3562032,544";"1475881,605";"5037914,149";"2203,595";"198244,047";"46543,236";"128900,921";"375891,799";"275134,306";"128775,738";"59915,512";"839717,355";"569871,981";"873826,927";"0,023";"1443698,931";"7321330,435";"0";"4996904,928";"145612,217";"231341,698";"5373858,843";"1014011,341";"2490203,765";"471279,168";"5845138,011";"220478,844";"0,901";"45581,384";"9073,177";"720312,724";"70956,716"
"2024-06";"45270,98";"2013149,102";"1,068";"67456,33";"81928,841";"1003333,837";"683584,036";"48250,747";"25149,5";"496216,432";"2405919,723";"2393074,097";"2811001,498";"1672254,329";"6386882,45";"4987533,696";"4098998,33";;"252377,566";"242022,558";"439441,322";"5600,476";"65957,88";"0";"1278,11";"993725,343";"1006677,912";"4409722,254";"36782,18";"3265708,8";"4135780,51";"228670,764";"4364451,274";"577811,442";"3536962,433";"1743713,887";"5280676,32";"1261,173";"185584,074";"49948,174";"129707,665";"366501,086";"231087,73";"128554,755";"58535,384";"784678,955";"432316,881";"892433,471";"0";"1324750,352";"7390105,627";"0";"5031776,541";"142468,226";"238807,607";"5413052,374";"1006677,912";"2405919,723";"577811,442";"5990863,816";"178577,426";"0,906";"43838,036";"8671,362";"725960,935";"71459,558"
"2024-07";"47151,818";"2455234,276";"1,044";"44252,138";"94396,611";"1046429,314";"652299,354";"98888,8";"26016,4";"625063,316";"2587345,933";"2576635,483";"2693198,945";"1791882,682";"6459849,975";"5039469,743";"4257564,357";;"347000,54";"232245,606";"523878,523";"7911,844";"55908,002";"0";"299,308";"1156255,251";"1167243,823";"4579765,162";"37122,798";"3265708,8";"4294687,155";"237926,189";"4532613,344";"459704,581";"3279588,713";"1850112,319";"5129701,032";"1818,226";"189283,121";"55766,784";"113812,623";"360680,754";"248849,519";"122396,444";"71809,178";"803735,895";"504992,633";"1004892,463";"0,002";"1509885,098";"7443322,025";"0";"5172858,647";"144850,095";"245806,592";"5563515,334";"1167243,823";"2587345,933";"459704,581";"6023219,915";"193735,457";"0,919";"46060,447";"9052,696";"586389,768";"58229,637"
"2024-08";"40855,422";"2627725,551";"0,898";"16841,435";"120690,214";"688816,967";"170384,752";"127718,623";"25886,8";"744351,658";"1894690,449";"1885387,891";"2069250,057";"1347024,18";"5160795,925";"5029919,435";"4221179,283";;"538543,977";"341750,616";"845598,089";"9863,266";"25142,816";"0";"2348,76";"1754511,401";"1763247,524";"4518581,054";"29178,53";"3265708,8";"4250357,814";"227367,819";"4477725,632";"511338,381";"2498666,704";"1389853,052";"3888519,756";"1888,15";"148863,345";"47500,981";"169900,934";"368153,41";"253324,142";"125755,448";"64252,293";"811485,293";"391804,89";"960706,718";"0,062";"1352511,67";"6052516,719";"0";"5048104,757";"126899,822";"234730,834";"5409735,413";"1763247,524";"1894690,449";"511338,381";"5921073,794";"198688,381";"0,895";"45554,15";"9080,716";"429416,647";"42828,872"
"2024-09";"40757,385";"2861692,986";"1,154";"39778,207";"254596,093";"602104,618";"392738,518";"82422,685";"25049";"532431,603";"1929120,724";"1920544,395";"2202166,535";"1219596,903";"5430604,241";"5089135,785";"4294413,472";;"621296,902";"199331,953";"719544,315";"28706,168";"11132,157";"0";"6651,386";"1579075,939";"1586662,881";"4593529,41";"37227,861";"3265708,8";"4331641,333";"221130,692";"4552772,025";"495606,375";"2741060,468";"1272761,287";"4013821,755";"3210,822";"121907,941";"46319,629";"222217,712";"393656,104";"230034,994";"117429,75";"53681,124";"794801,972";"814370,55";"677155,306";"0,178";"1491526,034";"6300149,761";"0";"5097410,195";"137245,878";"227429,47";"5462085,543";"1586662,881";"1929120,724";"495606,375";"5957691,918";"178302,662";"0,934";"43102,853";"8628,545";"538893,933";"53164,384"
"2024-10";"55750,306";"2636730,706";"1,535";"73755,548";"120013,565";"1023753,424";"457605,662";"110269,472";"25976,7";"387926,481";"2199300,852";"2190204,186";"2665987,156";"1556802,544";"6455789,697";"5347222,684";"4652201,007";;"358847,45";"247876,903";"360910,482";"69237,958";"4544,758";"0";"49048,637";"1081637,173";"1090466,188";"5002061,219";"45274,498";"3265708,8";"4697475,505";"248835,408";"4946310,913";"345161,465";"3303994,888";"1619740,988";"4923735,876";"2533,126";"111688,386";"59174,283";"525999,596";"699395,391";"249431,038";"98067,217";"75429,54";"1122323,186";"755173,931";"508458,351";"0,011";"1263632,293";"7309691,355";"0";"5441225,084";"157155,743";"257314,399";"5855695,226";"1090466,188";"2199300,852";"345161,465";"6200856,691";"195739,119";"1,115";"44681,663";"9009,141";"638007,732";"62938,444"
"2024-11";"69649,488";"2287171,405";"0,944";"9421,171";"276450,661";"496529,204";"465098,946";"112781,334";"25153,1";"482296,603";"1867731,019";"1854523,802";"1548715,434";"971496,084";"5443667,15";"5785481,829";"5025712,837";;"780188,401";"272837,852";"1064366,76";"42248,388";"16532,218";"0";"30183,151";"2196338,481";"2206356,77";"5389896,201";"27883,986";"3265708,8";"5053596,823";"266649,89";"5320246,713";"395585,628";"1881493,571";"1003833,754";"2885327,325";"3566,507";"145703,548";"52417,569";"1683759,391";"1885447,015";"262793,863";"123275,606";"77920,727";"2349437,211";"738409,933";"370323,567";"0";"1108733,5";"6343498,036";"0";"5855324,531";"158603,431";"272610,197";"6286538,159";"2206356,77";"1867731,019";"395585,628";"6682123,787";"209090,408";"1,457";"44831,064";"8870,934";"332778,137";"32337,67"
"2024-12";"72049,439";"1889295,097";"0,969";"3365,917";"380443,027";"361909,414";"553351,336";"188858,294";"26185,8";"564756,489";"2078870,277";"2063979,69";"1554717,742";"974624,734";"5484592,774";"6131164,424";"5290349,338";;"988320,393";"253697,009";"1430808,94";"18230,124";"5416,789";"0";"23062,797";"2710551,34";"2719536,052";"5694584,772";"30966,673";"3265708,8";"5321316,011";"301219,322";"5622535,333";"436579,652";"1838412,292";"1002078,895";"2840491,187";"3758,529";"152900,383";"52263,665";"1553764,84";"1762687,417";"306587,423";"118289,571";"81026,312";"2268590,723";"935914,231";"306983,524";"0";"1242897,755";"6351979,665";"0";"6089250,629";"159405,903";"307409,256";"6556065,788";"2719536,052";"2078870,277";"436579,652";"6992645,44";"242953,899";"1,465";"54747,885";"8884,174";"283694,55";"27454,161"
"2025-01";"76580,256";"1334292,906";"0,983";"5587,736";"338934,926";"389641,127";"447570,226";"180148,481";"26027,3";"508600,239";"1896510,035";"1881966,472";;;"5591906,566";"6406854,168";"5489581,269";;"1094776,201";"214040,844";"1335895,974";"41694,788";"4244,928";"0";"16254,274";"2696914,074";"2706907,009";"5914363,971";"32941,793";"3265708,8";"5522523,061";"315260,653";"5837783,715";"492490,197";"1778886,876";"1161952,852";"2940839,728";"4906,324";"145040,946";"58933,071";"1784983,823";"1993864,164";"290143,685";"124271,485";"84511,632";"2492790,966";"747526,6";"360918,892";"0";"1108445,492";"6542076,186";"0";"6364117,832";"169001,281";"326863,85";"6859982,963";"2706907,009";"1896510,035";"492490,197";"7352473,16";;;;;;
"2025-02";"64147,537";"774327,387";"0,858";"2547,891";"317245,441";"356434,712";"466050,652";"151070,025";"23561,8";"504373,07";"1821283,591";"1806107,313";;;"4943994,64";"5624854,187";"4905915,193";;"967272,973";"209090,957";"1227739,078";"58628,754";"985,704";"0";"32261,032";"2486966,86";"2495978,498";"5268477,882";"28369,513";"3265708,8";"4934284,706";"270045,639";"5204330,345";"356376,305";"1418453,141";"1022676,831";"2441129,972";"4126,456";"124161,363";"57643,295";"1694537,747";"1880468,861";"270561,251";"116225,249";"69852,607";"2337107,968";"625299,799";"519623,881";"0";"1144923,68";"5923161,62";"0";"5814407,599";"145923,311";"281149,312";"6241480,222";"2495978,498";"1821283,591";"356376,305";"6597856,527";;;;;;
"2025-03";"49190,534";"501873,289";"0,677";"22483,185";"386629,033";"338830,246";"336406,002";"147122,091";"25977,3";"207445,191";"1464893,048";"1449795,947";;;"4785956,403";"5669991,346";"4831379,654";;"869365,568";"139420,212";"1090187,672";"92499,638";"1099,556";"0";"151645,203";"2333830,89";"2344217,849";"5168945,335";"35940,595";"3265708,8";"4867320,249";"252434,552";"5119754,801";"501046,011";"1520839,665";"867627,45";"2388467,115";"3094,061";"144308,433";"61574,347";"1119409,542";"1328386,383";"301714,001";"123406,315";"69693,318";"1823200,017";"857574,958";"833133,706";"0";"1690708,664";"5902375,796";"0";"5877921,524";"142298,79";"260434,272";"6280654,586";"2344217,849";"1464893,048";"501046,011";"6781700,597";;;;;;
"2025-04";"43550,822";"453325,347";"0,763";"46655,831";"248947,12";"553745,951";"470394,176";"170701,87";"25184,3";"375286,916";"1890916,164";"1873818,404";;;"5217441,521";"4973138,814";"4208787,503";;"543362,402";"236445,23";"735343,885";"66806,85";"1263,954";"0";"56730,795";"1629515,697";"1639953,116";"4512927,864";"42792,605";"3265708,8";"4251580,106";"217796,934";"4469377,042";"460210,95";"2079002,009";"926776,413";"3005778,422";"1060,559";"141303,751";"54949,319";"608311,407";"805625,036";"271817,648";"129529,557";"73825,223";"1280797,464";"929029,182";"1064596,013";"0";"1993625,195";"6280201,081";"0";"5201799,022";"142591,983";"224636,078";"5569027,083";"1639953,116";"1890916,164";"460210,95";"6029238,033";;;;;;
"2025-05";"40695,755";"713466,186";"0,727";"35344,78";"135359,69";"564744,746";"438806,384";"114391,009";"26076,7";"565710,382";"1880433,691";"1863499,502";;;"5124556,912";"5069528,028";"4178818,145";;"567807,325";"376151,342";"821129,797";"30937,968";"14038,589";"0";"8262,813";"1808470,618";"1818327,834";"4488782,423";"53367,942";"3265708,8";"4232186,087";"215900,581";"4448086,668";"580745,605";"2540696,728";"1159438,637";"3700135,365";"32,993";"123010,715";"56424,494";"137262,257";"316730,459";"277622,099";"123782,869";"67744,897";"785880,324";"571826,156";"1069674,116";;"1641500,272";"6127515,961";"0";"5109910,098";"146425,686";"228328,715";"5484664,499";"1818327,834";"1880433,691";"580745,605";"6065410,104";;;;;;
